Operador,Nota,Nota da Org
•Lleyton Parkinson,10,9
•Derek Webber,10,5
•Neha Clemons,10,10
•Mea Lee,1,1
•Harleigh Stone,5,5
•Dionne Compton,10,9
•Mea Lee,10,10
•Bethan Hills,1,1
•Dionne Compton,4,1
•Lily Conway,10,7
•Trinity Alvarado,10,10
•Lleyton Parkinson,9,9
•Harleigh Stone,10,10
•Desiree Reynolds,10,8
•Mea Lee,5,1
•Yara Wright,10,10
•Harleigh Stone,10,10
•Mea Lee,10,10
•Lily Conway,10,10
•Yara Wright,10,3
•Mariyam Mcgill,10,7
•Derek Webber,10,10
•Cody Whittle,9,8
•Trinity Alvarado,10,7
•Mea Lee,10,9
¶Ned Hamilton,10,8
•Yara Wright,10,10
•Christina Mcintyre,10,8
•Jolie Hodson,10,1
•Bethan Hills,10,10
•Desiree Reynolds,10,10
•Jolene Mcgowan,10,9
•Yara Wright,1,1
•Jolie Hodson,10,10
•Derek Webber,10,7
•Cody Whittle,10,8
•Lily Conway,10,7
•Trinity Alvarado,10,10
¶Poppie Moses,10,10
•Desiree Reynolds,3,2
•Todd Wooten,10,1
•Jolene Mcgowan,10,10
•Tasnia Sharma,10,8
•Jem Davey,8,2
¶Ned Hamilton,10,10
•Cody Whittle,10,9
•Alexandria Murphy,10,10
•Mariyam Mcgill,10,10
•Lennox Fleming,10,10
•Taliyah Soto,10,6
•Roman Oconnell,10,10
•Derek Webber,10,7
•Kwame Castillo,9,9
•Christina Mcintyre,10,6
•Bethan Hills,10,10
•Yara Wright,10,1
•Jolie Hodson,10,4
•Braxton Cuevas,10,7
•Ivor Woodard,10,2
•Lleyton Parkinson,10,10
•Brodie O'Brien,9,4
•Mariyam Mcgill,10,4
•Lily Conway,1,1
•Kwame Castillo,10,10
•Maciej Maddox,10,6
•Mea Lee,10,8
•Desiree Reynolds,10,10
•Ellie Glover,10,10
•Jolie Hodson,1,1
•Alexandria Murphy,10,8
•Todd Wooten,10,8
•Mea Lee,5,5
•Jolene Mcgowan,10,4
•Christina Mcintyre,10,10
¶Poppie Moses,10,8
•Tasnia Sharma,10,10
¶Ammaar Terrell,10,10
•Taliyah Soto,10,5
•Jolie Hodson,10,10
•Alexandria Murphy,10,10
•Kwame Castillo,10,10
•Christina Mcintyre,10,10
•Jem Davey,10,1
•Simon Woods,8,4
•Lennox Fleming,10,6
•Bethan Hills,10,10
•Yara Wright,10,9
•Jolie Hodson,10,6
•Cody Whittle,10,10
•Dawson Clifford,10,10
•Christina Mcintyre,10,3
•Ellie Glover,10,6
•Lleyton Parkinson,10,10
•Braxton Cuevas,7,7
•Mariyam Mcgill,10,10
•Dawson Clifford,10,8
•Kwame Castillo,10,10
•Jem Davey,10,10
•Brodie O'Brien,10,10
•Lennox Fleming,10,10
•Bethan Hills,10,1
•Roman Oconnell,10,10
•Ellie Glover,9,10
•Jolie Hodson,10,5
•Alexandria Murphy,10,10
•Taliyah Soto,10,10
•Kwame Castillo,10,7
•Jem Davey,8,6
•Derek Webber,10,10
•Desiree Reynolds,10,10
•Mea Lee,10,10
•Trinity Alvarado,10,10
•Harleigh Stone,10,4
•Todd Wooten,10,3
•Derek Webber,10,10
•Jolene Mcgowan,10,2
•Mea Lee,8,7
•Yara Wright,10,5
•Christina Mcintyre,10,5
•Simon Woods,10,1
•Trinity Alvarado,10,6
•Lleyton Parkinson,10,7
•Brodie O'Brien,10,10
•Jolene Mcgowan,5,5
•Tasnia Sharma,10,10
•Desiree Reynolds,9,4
•Lily Conway,9,5
•Jolie Hodson,10,10
•Brodie O'Brien,10,10
•Jem Davey,10,10
•Derek Webber,10,10
•Dawson Clifford,10,9
•Jolene Mcgowan,10,10
•Neha Clemons,10,10
•Yara Wright,8,2
•Lily Conway,8,5
•Brodie O'Brien,10,10
•Mariyam Mcgill,10,7
•Derek Webber,10,10
•Simon Woods,10,6
•Hari Waters,10,10
•Jolie Hodson,10,10
•Lleyton Parkinson,10,10
•Adelaide Stafford,10,9
•Desiree Reynolds,10,10
•Derek Webber,10,10
•Kwame Castillo,10,10
•Mea Lee,10,7
•Kwame Castillo,10,9
•Roman Oconnell,10,10
•Neha Clemons,10,4
•Jolene Mcgowan,10,10
•Alexandria Murphy,10,10
•Alexandria Murphy,10,6
•Jolene Mcgowan,10,10
•Hari Waters,10,10
•Desiree Reynolds,10,8
•Brodie O'Brien,10,6
•Jem Davey,10,10
•Brodie O'Brien,10,10
•Christina Mcintyre,10,10
•Christina Mcintyre,10,8
•Ivor Woodard,10,10
•Jolene Mcgowan,10,1
•Cody Whittle,10,7
•Cody Whittle,10,10
•Simon Woods,10,10
•Tasnia Sharma,10,1
•Taliyah Soto,10,10
•Taliyah Soto,10,6
•Mariyam Mcgill,10,6
•Mariyam Mcgill,10,10
•Braxton Cuevas,10,9
•Jem Davey,10,7
•Cody Whittle,10,10
•Cody Whittle,10,6
•Lennox Fleming,10,4
•Hari Waters,10,9
•Kwame Castillo,10,8
•Ivor Woodard,10,1
•Bethan Hills,10,5
•Christina Mcintyre,10,6
•Leland Atkinson,10,7
•Todd Wooten,8,6
•Jolie Hodson,10,3
¶Ammaar Terrell,10,10
•Jolene Mcgowan,1,1
•Ivor Woodard,10,6
•Cody Whittle,10,10
•Simon Woods,10,6
•Cody Whittle,9,9
•Christina Mcintyre,10,10
¶Ammaar Terrell,9,9
•Hari Waters,10,1
•Neha Clemons,10,7
•Todd Wooten,1,6
•Taliyah Soto,5,5
•Hebe Byrd,10,8
•Ellie Glover,6,6
•Cody Whittle,10,2
•Christina Mcintyre,10,6
•Tasnia Sharma,10,10
•Ivor Woodard,10,1
•Roman Oconnell,10,10
•Simon Woods,10,1
¶Ned Hamilton,10,9
•Taliyah Soto,9,3
•Todd Wooten,10,10
•Kwame Castillo,5,10
•Christina Mcintyre,10,9
•Kwame Castillo,10,10
•Szymon Mcdougall,4,1
•Szymon Mcdougall,10,3
•Szymon Mcdougall,10,8
¶Poppie Moses,10,8
¶Ammaar Terrell,10,9
•Tasnia Sharma,3,3
•Roman Oconnell,10,10
•Kwame Castillo,10,10
•Ivor Woodard,8,7
•Roman Oconnell,10,10
•Kwame Castillo,10,3
¶Poppie Moses,10,6
•Kwame Castillo,10,10
•Roman Oconnell,10,10
•Tasnia Sharma,10,7
•Jem Davey,10,10
•Brodie O'Brien,10,9
•Dawson Clifford,10,7
•Hebe Byrd,10,10
¶Brayden Farrow,10,10
•Jolene Mcgowan,9,6
•Dawson Clifford,10,4
•Georgie Wicks,10,9
•Taliyah Soto,1,1
•Jolene Mcgowan,10,8
•Simon Woods,10,10
•Alexandria Murphy,10,6
•Braxton Cuevas,10,8
¶Brayden Farrow,7,1
•Cody Whittle,10,8
•Lennox Fleming,10,8
•Hebe Byrd,10,10
•Taliyah Soto,9,8
•Roman Oconnell,10,10
•Dawson Clifford,10,10
•Conrad Haney,10,10
•Georgie Wicks,9,9
•Ivor Woodard,10,10
•Lennox Fleming,10,5
•Simon Woods,10,4
•Miah Welch,10,9
•Hebe Byrd,10,6
•Brodie O'Brien,10,10
•Mali Whittington,1,1
•Asha Reese,10,9
•Mali Whittington,10,10
•Cody Whittle,8,8
•Lennox Fleming,1,1
•Todd Wooten,10,10
•Ellie Glover,10,4
•Conrad Haney,10,10
•Roman Oconnell,9,5
•Alexandria Murphy,9,7
•Todd Wooten,10,5
•Ellie Glover,1,1
•Conrad Haney,10,1
•Simon Woods,10,6
•Miah Welch,7,7
•Roman Oconnell,10,9
•Lennox Fleming,10,9
•Asha Reese,10,5
•Alexandria Murphy,9,1
•Cody Whittle,10,4
•Mali Whittington,10,10
•Todd Wooten,10,10
•Hebe Byrd,1,1
•Ellie Glover,1,1
•Jolene Mcgowan,10,9
•Conrad Haney,10,3
•Simon Woods,10,8
•Amelia-PLily Hayden,10,8
•Cruz Horton,10,10
•Suzannah Stephenson,8,6
•Owen Ruiz,10,4
•Mali Whittington,10,10
•Hebe Byrd,10,9
¶Sanjay Barnard,10,10
•Cruz Horton,10,10
•Kwame Castillo,10,5
•Brodie O'Brien,10,10
•Leland Atkinson,10,1
•Khaleesi Richmond,10,7
•Alexandria Murphy,9,8
•Cruz Horton,10,8
•Brodie O'Brien,8,9
•Ivor Woodard,10,10
•Mali Whittington,10,10
•Simon Woods,10,10
•Conrad Haney,10,1
•Cristiano Bender,10,7
•Ellie Glover,10,10
•Jolene Mcgowan,8,6
•Abdullahi Edwards,10,7
•Ivor Woodard,10,10
•Mali Whittington,10,5
•Jolene Mcgowan,10,2
•Suzannah Stephenson,10,10
•Cristiano Bender,10,10
•Miah Welch,10,10
•Szymon Mcdougall,10,10
•Abdullahi Edwards,8,9
•Lennox Fleming,10,10
•Todd Wooten,10,9
•Abdullahi Edwards,10,6
¶Brayden Farrow,10,1
•Ivor Woodard,10,10
•Georgie Wicks,10,10
•Khaleesi Richmond,10,4
•Owen Ruiz,10,10
•Murray Obrien,10,10
•Owen Ruiz,5,1
•Cruz Horton,10,10
•Leland Atkinson,10,9
¶Sanjay Barnard,10,8
•Conrad Haney,10,10
¶Sanjay Barnard,10,8
•Miah Welch,10,10
•Asha Reese,10,10
•Cruz Horton,10,10
•Khaleesi Richmond,10,8
¶Brayden Farrow,10,8
•Abdullahi Edwards,10,10
•Miah Welch,10,8
¶Sanjay Barnard,8,2
•Abdullahi Edwards,10,10
•Alexandria Murphy,10,3
•Alexandria Murphy,10,10
•Conrad Haney,10,5
•Hebe Byrd,9,8
¶Brayden Farrow,1,1
•Ayse Stevens,10,10
•Conrad Haney,9,7
•Georgie Wicks,8,6
•Cruz Horton,10,6
•Miah Welch,10,10
•Leland Atkinson,10,10
•Ayse Stevens,5,4
•Cerys Rhodes,10,10
•Cruz Horton,10,10
¶Brayden Farrow,1,1
•Owen Ruiz,1,1
•Ayse Stevens,10,10
•Georgie Wicks,10,4
•Miah Welch,10,10
•Cristiano Bender,10,10
•Owen Ruiz,10,8
•Georgie Wicks,10,8
•Cerys Rhodes,8,7
•Miah Welch,10,10
•Georgie Wicks,10,6
•Miah Welch,10,10
•Asha Reese,1,1
•Amelia-PLily Hayden,10,10
•Shani Cantu,9,7
•Pheobe Bevan,10,6
•Leland Atkinson,10,8
•Cristiano Bender,10,10
•Cerys Rhodes,10,9
¶Sanjay Barnard,10,8
•Hebe Byrd,10,10
•Charley Bernard,10,6
•Ayse Stevens,10,8
•Miah Welch,10,2
•Szymon Mcdougall,9,4
•Cerys Rhodes,10,8
¶Brayden Farrow,10,10
•Alanah Fowler,10,8
•Pheobe Bevan,10,10
•Umaiza Bullock,10,10
•Asha Reese,10,5
•Cristiano Bender,10,6
•Grady Forster,9,4
•Cerys Rhodes,9,5
•Bronwen Winter,10,10
•Pheobe Bevan,10,5
•Mali Whittington,10,5
•Umaiza Bullock,10,10
•Amarah Douglas,10,10
•Mariana Ware,8,1
•Suzannah Stephenson,10,10
•Grady Forster,10,1
•Pheobe Bevan,10,7
•Rikki Kumar,10,10
•Manal Hewitt,9,4
•Charley Bernard,10,10
•Murray Obrien,10,9
•Dani Ray,10,10
•Amarah Douglas,10,7
•Mariana Ware,10,10
•Suzannah Stephenson,9,8
•Shani Cantu,10,10
•Pheobe Bevan,6,4
•Amelia-PLily Hayden,10,9
•Murray Obrien,10,10
•Mason Donnelly,10,9
•Khaleesi Richmond,7,5
•Umaiza Bullock,8,3
•Amarah Douglas,9,1
•Grady Forster,10,9
•Owen Ruiz,10,10
•Shani Cantu,10,8
•Bronwen Winter,10,10
•Rikki Kumar,7,6
•Cerys Rhodes,10,9
•Conrad Haney,10,8
•Dani Ray,4,1
•Manal Hewitt,10,8
¶Sanjay Barnard,1,1
•Khaleesi Richmond,10,10
•Amarah Douglas,10,10
•Pheobe Bevan,10,8
•Cristiano Bender,10,7
¶Briana Hines,10,8
•Amelia-PLily Hayden,10,10
•Mali Whittington,10,10
•Cerys Rhodes,10,10
•Charley Bernard,10,9
•Miah Welch,10,10
•Conrad Haney,10,10
•Mariana Ware,10,10
•Hebe Byrd,10,10
¶Sanjay Barnard,10,10
•Grady Forster,10,10
•Shani Cantu,1,10
•Leland Atkinson,10,5
•Charley Bernard,10,5
•Miah Welch,10,9
•Murray Obrien,5,5
•Mariana Ware,10,8
¶Sanjay Barnard,10,10
•Umaiza Bullock,10,10
•Khaleesi Richmond,10,10
•Asha Reese,10,10
•Charley Bernard,10,4
•Miah Welch,10,10
•Murray Obrien,10,9
•Suzannah Stephenson,10,8
•Katherine Stuart,10,10
•Georgie Wicks,10,10
•Amelia-PLily Hayden,8,5
•Owen Ruiz,10,1
•Shani Cantu,1,1
•Bronwen Winter,10,6
•Amarah Douglas,10,4
•Grady Forster,8,5
•Mali Whittington,10,7
•Mason Donnelly,10,8
•Murray Obrien,9,9
•Ayse Stevens,10,9
•Amarah Douglas,10,10
•Khaleesi Richmond,1,1
•Mali Whittington,10,1
•Mason Donnelly,10,8
•Cruz Horton,10,10
•Mariana Ware,10,6
•Murray Obrien,10,7
•Suzannah Stephenson,8,1
•Abdullahi Edwards,10,10
•Shani Cantu,10,10
•Rikki Kumar,10,8
•Umaiza Bullock,10,5
•Abdullahi Edwards,10,5
•Amelia-PLily Hayden,10,10
•Rikki Kumar,8,1
•Manal Hewitt,10,10
•Cerys Rhodes,10,10
•Alanah Fowler,10,10
•Mali Whittington,10,10
•Grady Forster,1,1
•Amelia-PLily Hayden,10,5
•Katherine Stuart,8,2
•Manal Hewitt,10,7
•Cerys Rhodes,1,1
•Grady Forster,10,1
•Amelia-PLily Hayden,10,10
•Rikki Kumar,10,1
•Mariana Ware,10,5
•Grady Forster,8,6
•Mariana Ware,10,10
•Mason Donnelly,10,1
•Katherine Stuart,10,10
•Katherine Stuart,10,5
¶Sanjay Barnard,10,10
¶Sanjay Barnard,10,7
•Charley Bernard,10,1
•Cerys Rhodes,1,1
•Georgie Wicks,10,7
•Mason Donnelly,10,9
•Mason Donnelly,8,8
•Rikki Kumar,10,10
•Alanah Fowler,10,10
•Amarah Douglas,7,4
•Georgie Wicks,10,10
•Alanah Fowler,10,1
•Mariana Ware,10,10
•Khaleesi Richmond,10,10
•Murray Obrien,10,10
•Murray Obrien,10,10
•Pheobe Bevan,10,10
•Mariana Ware,9,4
•Umaiza Bullock,10,9
•Pheobe Bevan,10,6
•Amarah Douglas,10,1
•Cristiano Bender,10,10
•Cristiano Bender,8,8
•Shani Cantu,10,9
•Shani Cantu,9,8
•Shani Cantu,10,7
•Katherine Stuart,10,10
•Bronwen Winter,10,1
•Shani Cantu,8,6
•Pheobe Bevan,10,1
•Rikki Kumar,10,8
•Charley Bernard,10,8
•Mason Donnelly,10,8
•Ayse Stevens,10,1
•Manal Hewitt,9,8
•Umaiza Bullock,10,10
•Cristiano Bender,10,1
•Charley Bernard,10,3
•Shani Cantu,4,3
•Ayse Stevens,8,2
•Manal Hewitt,10,5
•Shani Cantu,10,10
•Amarah Douglas,10,8
•Manal Hewitt,10,8
•Mariana Ware,8,8
•Dani Ray,10,10
•Mariana Ware,9,1
•Pheobe Bevan,10,10
•Alanah Fowler,1,10
•Pheobe Bevan,9,4
•Bronwen Winter,10,6
•Bronwen Winter,10,10
•Cerys Rhodes,9,7
•Shani Cantu,7,4
•Katherine Stuart,10,7
•Cerys Rhodes,10,9
•Bronwen Winter,1,1
•Shani Cantu,10,10
•Mariana Ware,10,7
•Rikki Kumar,10,10
•Amarah Douglas,10,6
•Amarah Douglas,9,6
•Dani Ray,10,9
•Charley Bernard,10,8
•Charley Bernard,10,5
•Mariana Ware,10,10
•Bronwen Winter,8,6
•Umaiza Bullock,10,10
•Mason Donnelly,10,10
¶Abbey Hodge,10,7
•Manal Hewitt,1,1
•Mason Donnelly,10,10
•Manal Hewitt,10,10
•Manal Hewitt,10,8
•Mason Donnelly,10,6
•Umaiza Bullock,10,7
•Mariana Ware,9,1
¶Briana Hines,9,7
•Grady Forster,10,1
•Grady Forster,10,10
•Bronwen Winter,10,8
•Rikki Kumar,10,8
•Shani Cantu,10,5
¶Briana Hines,10,6
•Bronwen Winter,10,1
¶Abbey Hodge,9,8
•Shani Cantu,3,1
•Dani Ray,10,5
•Alanah Fowler,10,4
¶Briana Hines,10,10
•Alanah Fowler,10,10
•Manal Hewitt,10,8
•Mason Donnelly,9,9
•Grady Forster,10,10
•Bronwen Winter,10,6
•Dani Ray,10,10
¶Abbey Hodge,10,3
•Rose Calderon,10,7
•Rajveer Paine,4,2
•Rajveer Paine,10,10
•Rajveer Paine,1,1
•Rajveer Paine,10,10
•Rajveer Paine,1,1
•Rajveer Paine,10,10
•Rose Calderon,10,10
•Rajveer Paine,10,9
•Rajveer Paine,10,4
•Jake Cote,10,10
•Rajveer Paine,9,8
•Rajveer Paine,10,10
•Rose Calderon,10,10
•Rajveer Paine,10,2
•Jake Cote,10,9
•Rajveer Paine,10,10
•Jake Cote,8,1
•Rajveer Paine,9,1
•Rajveer Paine,10,10
•Jake Cote,10,6
•Rajveer Paine,10,10
•Jake Cote,10,10
•Rose Calderon,10,10
•Rose Calderon,1,1
•Jake Cote,10,10
•Rose Calderon,10,10
•Jake Cote,10,10
•Jake Cote,10,4
•Rajveer Paine,10,10
•Rajveer Paine,10,10
•Jake Cote,10,10
•Jake Cote,10,10
•Rajveer Paine,10,10
•Jake Cote,8,4
•Rajveer Paine,10,10
•Rajveer Paine,9,9
•Jake Cote,10,8
•Trinity Alvarado,1,8
•Trinity Alvarado,8,5
•Dionne Compton,8,6
•Mariyam Mcgill,10,10
•Yara Wright,10,10
•Trinity Alvarado,9,10
•Mariyam Mcgill,9,9
•Yara Wright,10,9
•Trinity Alvarado,10,10
•Lily Conway,10,10
•Desiree Reynolds,10,10
•Adelaide Stafford,10,10
•Trinity Alvarado,9,2
•Yara Wright,10,1
•Adelaide Stafford,10,9
•Mariyam Mcgill,10,5
•Desiree Reynolds,10,10
•Neha Clemons,10,7
•Neha Clemons,10,10
•Maciej Maddox,10,10
•Dionne Compton,10,10
•Trinity Alvarado,10,10
•Maciej Maddox,10,1
•Yara Wright,9,6
¶Ned Hamilton,10,4
•Jolie Hodson,10,10
•Adelaide Stafford,10,5
•Yara Wright,10,5
•Lily Conway,10,10
•Neha Clemons,10,10
•Jolie Hodson,10,5
•Yara Wright,8,5
•Lily Conway,10,10
•Lily Conway,1,1
•Dionne Compton,10,8
•Alexandria Murphy,10,10
•Mariyam Mcgill,10,10
•Mariyam Mcgill,10,10
•Alexandria Murphy,10,10
•Mariyam Mcgill,10,6
•Trinity Alvarado,10,10
•Lily Conway,10,10
•Jolie Hodson,10,7
•Lily Conway,8,8
•Mariyam Mcgill,10,2
•Alexandria Murphy,10,10
•Jolie Hodson,10,10
•Yara Wright,10,10
•Mariyam Mcgill,10,10
•Maciej Maddox,10,10
•Dionne Compton,10,4
•Brodie O'Brien,10,8
•Jolie Hodson,10,5
•Trinity Alvarado,10,10
•Trinity Alvarado,10,9
•Neha Clemons,10,6
¶Ned Hamilton,1,4
•Dionne Compton,10,10
•Brodie O'Brien,10,10
¶Ned Hamilton,7,5
•Maciej Maddox,10,10
•Jem Davey,10,10
•Kwame Castillo,10,9
•Trinity Alvarado,10,10
•Cody Whittle,8,3
•Dionne Compton,10,10
•Desiree Reynolds,10,10
•Kwame Castillo,10,10
•Lily Conway,10,10
•Yara Wright,10,5
•Jolene Mcgowan,9,1
•Kwame Castillo,10,2
•Adelaide Stafford,10,10
•Dionne Compton,10,10
•Trinity Alvarado,7,2
•Jolene Mcgowan,10,10
•Desiree Reynolds,1,1
•Jolie Hodson,9,5
•Dionne Compton,10,7
•Jem Davey,10,10
•Yara Wright,9,10
•Desiree Reynolds,1,1
•Braxton Cuevas,10,10
•Cody Whittle,10,10
•Lily Conway,10,10
•Kwame Castillo,10,4
•Cody Whittle,10,10
•Maciej Maddox,9,9
•Trinity Alvarado,3,3
•Brodie O'Brien,10,10
•Todd Wooten,10,8
•Taliyah Soto,10,10
•Adelaide Stafford,8,1
•Braxton Cuevas,10,10
¶Ned Hamilton,10,7
•Roman Oconnell,10,6
•Lily Conway,10,1
•Yara Wright,10,10
•Todd Wooten,10,10
•Tasnia Sharma,9,8
•Kwame Castillo,10,10
•Adelaide Stafford,10,10
•Lennox Fleming,10,10
•Alexandria Murphy,10,10
•Cody Whittle,7,1
•Brodie O'Brien,10,10
•Yara Wright,10,10
•Tasnia Sharma,10,7
•Lennox Fleming,10,10
•Alexandria Murphy,9,1
•Cody Whittle,10,7
•Lily Conway,10,6
•Yara Wright,10,10
•Todd Wooten,10,5
•Neha Clemons,8,9
•Jolie Hodson,5,1
•Jem Davey,1,1
•Adelaide Stafford,10,3
•Mariyam Mcgill,10,8
¶Poppie Moses,1,1
•Lily Conway,9,4
•Todd Wooten,10,4
•Taliyah Soto,6,3
•Jolie Hodson,10,7
•Jolene Mcgowan,8,10
•Yara Wright,10,10
•Todd Wooten,10,6
•Kwame Castillo,10,10
•Adelaide Stafford,10,10
•Jolene Mcgowan,8,3
•Ellie Glover,10,10
•Dionne Compton,8,6
•Yara Wright,10,1
•Maciej Maddox,10,5
•Tasnia Sharma,1,1
•Lily Conway,10,3
•Braxton Cuevas,10,8
•Desiree Reynolds,10,8
•Christina Mcintyre,9,6
•Brodie O'Brien,10,10
•Lennox Fleming,10,10
•Maciej Maddox,1,1
•Jolie Hodson,10,8
•Desiree Reynolds,9,9
•Brodie O'Brien,10,9
•Trinity Alvarado,10,1
•Roman Oconnell,7,4
•Taliyah Soto,10,7
•Lily Conway,8,3
•Roman Oconnell,10,5
•Maciej Maddox,10,10
•Lennox Fleming,8,10
•Jolene Mcgowan,10,8
•Dionne Compton,4,3
•Braxton Cuevas,10,10
•Trinity Alvarado,8,2
•Lennox Fleming,10,7
•Jolene Mcgowan,10,2
¶Poppie Moses,10,10
•Brodie O'Brien,1,1
•Jem Davey,10,10
•Christina Mcintyre,10,6
•Ellie Glover,10,10
•Neha Clemons,10,2
•Roman Oconnell,10,7
•Adelaide Stafford,9,9
•Alexandria Murphy,10,7
•Brodie O'Brien,10,10
•Todd Wooten,10,7
•Desiree Reynolds,10,10
•Taliyah Soto,5,1
•Kwame Castillo,10,5
•Lennox Fleming,10,2
•Roman Oconnell,10,6
•Taliyah Soto,10,10
•Trinity Alvarado,8,6
•Desiree Reynolds,10,10
•Braxton Cuevas,10,10
•Cody Whittle,10,7
•Mariyam Mcgill,10,10
•Lily Conway,10,10
•Adelaide Stafford,9,9
•Alexandria Murphy,10,5
•Ellie Glover,10,10
•Todd Wooten,10,10
•Lennox Fleming,10,10
•Kwame Castillo,10,6
•Taliyah Soto,10,1
•Jem Davey,10,8
•Mariyam Mcgill,10,10
•Brodie O'Brien,9,9
•Maciej Maddox,10,10
•Kwame Castillo,10,10
•Jem Davey,10,5
•Brodie O'Brien,10,1
•Ellie Glover,10,5
•Braxton Cuevas,9,5
•Kwame Castillo,10,10
•Brodie O'Brien,10,10
•Roman Oconnell,10,10
•Braxton Cuevas,10,6
•Kwame Castillo,10,1
•Yara Wright,10,1
•Maciej Maddox,4,2
•Neha Clemons,1,1
•Alexandria Murphy,9,9
•Cody Whittle,10,10
•Roman Oconnell,1,1
•Braxton Cuevas,4,1
•Yara Wright,10,10
•Leland Atkinson,10,10
•Mali Whittington,9,4
¶Poppie Moses,10,10
¶Brayden Farrow,10,6
•Leland Atkinson,10,10
•Lennox Fleming,10,9
•Alexandria Murphy,10,10
•Cody Whittle,8,5
•Kwame Castillo,10,10
•Taliyah Soto,10,7
•Szymon Mcdougall,10,6
•Roman Oconnell,10,10
•Mali Whittington,10,6
•Conrad Haney,10,6
•Alexandria Murphy,10,7
•Christina Mcintyre,10,6
•Cody Whittle,10,5
•Mali Whittington,10,10
•Todd Wooten,10,10
•Szymon Mcdougall,10,8
•Jolene Mcgowan,9,9
•Kwame Castillo,10,10
•Christina Mcintyre,10,7
•Cody Whittle,8,2
•Hebe Byrd,10,7
•Conrad Haney,9,2
•Todd Wooten,10,10
•Georgie Wicks,1,1
•Alexandria Murphy,10,10
•Lennox Fleming,10,10
•Hebe Byrd,10,10
•Leland Atkinson,10,6
•Szymon Mcdougall,10,10
•Roman Oconnell,10,10
•Jolene Mcgowan,10,10
•Georgie Wicks,9,7
•Jolene Mcgowan,10,9
•Georgie Wicks,10,10
•Owen Ruiz,10,10
•Lennox Fleming,10,3
•Braxton Cuevas,10,10
•Suzannah Stephenson,9,8
•Hebe Byrd,10,10
•Christina Mcintyre,8,8
•Leland Atkinson,10,10
•Cody Whittle,10,10
•Owen Ruiz,6,1
•Lennox Fleming,3,5
•Jolene Mcgowan,10,10
•Mali Whittington,10,10
•Szymon Mcdougall,10,1
•Owen Ruiz,5,8
•Roman Oconnell,10,10
•Alexandria Murphy,8,4
•Yara Wright,10,10
•Conrad Haney,10,10
•Owen Ruiz,10,9
•Braxton Cuevas,10,9
•Abdullahi Edwards,9,8
•Abdullahi Edwards,10,7
•Taliyah Soto,10,1
•Jolene Mcgowan,10,9
•Todd Wooten,10,10
•Todd Wooten,8,7
•Suzannah Stephenson,10,10
•Hebe Byrd,10,5
•Murray Obrien,1,1
•Murray Obrien,10,5
•Murray Obrien,10,5
•Abdullahi Edwards,9,5
•Abdullahi Edwards,9,1
•Georgie Wicks,10,10
•Ellie Glover,6,3
•Todd Wooten,10,10
•Khaleesi Richmond,1,1
•Mali Whittington,10,7
¶Brayden Farrow,10,10
•Mali Whittington,10,10
•Cruz Horton,9,3
•Jolene Mcgowan,9,9
•Murray Obrien,10,5
•Cruz Horton,10,4
•Georgie Wicks,10,10
•Conrad Haney,10,10
•Cristiano Bender,10,10
•Ayse Stevens,10,9
•Mali Whittington,10,10
•Roman Oconnell,10,8
•Lennox Fleming,10,10
•Owen Ruiz,10,10
•Hebe Byrd,10,10
•Alexandria Murphy,10,10
•Suzannah Stephenson,10,10
•Szymon Mcdougall,9,5
•Todd Wooten,10,10
•Owen Ruiz,1,1
•Khaleesi Richmond,10,7
•Murray Obrien,10,1
•Alexandria Murphy,10,5
•Ayse Stevens,10,5
•Yara Wright,10,10
•Cristiano Bender,10,10
•Mali Whittington,10,8
•Owen Ruiz,10,10
•Hebe Byrd,1,1
•Alexandria Murphy,10,3
•Conrad Haney,10,10
•Kwame Castillo,10,6
•Owen Ruiz,10,10
•Cristiano Bender,9,1
•Conrad Haney,9,8
•Leland Atkinson,10,10
•Georgie Wicks,10,6
¶Brayden Farrow,10,7
•Murray Obrien,10,10
•Owen Ruiz,1,1
•Abdullahi Edwards,10,5
•Ayse Stevens,8,7
•Owen Ruiz,10,10
•Szymon Mcdougall,10,8
•Murray Obrien,10,1
•Yara Wright,10,6
•Lennox Fleming,10,8
•Szymon Mcdougall,10,10
•Mali Whittington,8,5
•Alexandria Murphy,10,7
•Ayse Stevens,1,1
•Szymon Mcdougall,10,8
•Brodie O'Brien,10,9
•Kwame Castillo,10,10
•Cruz Horton,10,8
•Lennox Fleming,10,8
•Ayse Stevens,10,10
•Szymon Mcdougall,9,6
•Pheobe Bevan,10,10
•Lennox Fleming,10,10
¶Abbey Hodge,10,10
•Grady Forster,10,10
•Yara Wright,10,10
•Suzannah Stephenson,10,10
•Cristiano Bender,7,1
•Lennox Fleming,10,5
•Szymon Mcdougall,2,1
•Grady Forster,9,2
•Cerys Rhodes,5,4
•Yara Wright,10,10
•Leland Atkinson,10,1
•Lennox Fleming,10,10
•Szymon Mcdougall,10,10
•Hebe Byrd,9,8
•Leland Atkinson,10,10
•Kwame Castillo,1,1
•Grady Forster,10,10
•Bronwen Winter,9,7
•Kwame Castillo,9,1
•Umaiza Bullock,10,10
•Murray Obrien,10,10
•Pheobe Bevan,10,10
•Georgie Wicks,10,1
•Cristiano Bender,10,9
•Umaiza Bullock,10,9
•Hebe Byrd,10,10
•Murray Obrien,10,2
•Alexandria Murphy,10,10
